K562-1-2	K562-1-3	K562-1-6	K562-1-7	K562-1-8	K562-1-SC3	K562-2-1	K562-4-1	K562-4-2	K562-4-3	K562-4-6	K562-4-7	K562-pool34-A-TAGCTT	K562-pool34-B-ACTTGA	K562-pool34-C-GCCAAT	K562-pool34-D-CGATGT	K562-pool34-F-ATCACG	K562-pool34-G-TGACCA	K562-pool34-H-CAGATC	K562-pool34-I-CTTGTA	K562-pool35-A-TAGCTT	K562-pool35-B-ACTTGA	K562-pool35-C-GCCAAT	K562-pool35-D-CGATGT	K562-pool35-F-ATCACG	K562-pool35-G-TGACCA	K562-pool35-H-CAGATC	K562-pool35-I-CTTGTA	K562-pool36-A-TAGCTT	K562-pool36-B-ACTTGA	K562-pool36-C-GCCAAT	K562-pool36-D-CGATGT	K562-pool36-F-ATCACG	K562-pool36-G-TGACCA	K562-pool36-H-CAGATC	K562-pool36-I-CTTGTA	K562-pool37-A-TAGCTT	K562-pool37-B-ACTTGA	K562-pool37-C-GCCAAT	K562-pool37-D-CGATGT	K562-pool37-F-ATCACG	K562-pool37-H-CAGATC	K562-pool37-I-CTTGTA	K562-pool52-A-TAGCTT	K562-pool52-B-ACTTGA	K562-pool52-C-GCCAAT	K562-pool52-D-CGATGT	K562-pool52-J-GACGAG	K562-pool52-K-AAGGTC	K562-pool52-L-TGTAGC	K562-pool52-M-TTGGCA	K562-pool53-F-ATCACG	K562-pool53-G-TGACCA	K562-pool53-H-CAGATC	K562-pool53-I-CTTGTA	K562-pool53-N-CTACTG	K562-pool53-O-CATATG	K562-pool53-P-GTATAC	K562-pool53-Q-ACCTTC	K562-pool54-A-TAGCTT	K562-pool54-B-ACTTGA	K562-pool54-C-GCCAAT	K562-pool54-D-CGATGT	K562-pool54-F-ATCACG	K562-pool54-G-TGACCA	K562-pool54-H-CAGATC	K562-pool54-I-CTTGTA	K562-pool54-J-GACGAG	K562-pool54-K-AAGGTC	K562-pool54-L-TGTAGC	K562-pool54-M-TTGGCA	K562-pool54-N-CTACTG	K562-pool54-O-CATATG	K562-pool54-P-GTATAC	K562-pool54-Q-ACCTTC	K562-pool55-A-TAGCTT	K562-pool55-B-ACTTGA	K562-pool55-C-GCCAAT	K562-pool55-F-ATCACG	K562-pool55-G-TGACCA	K562-pool55-H-CAGATC	K562-pool55-I-CTTGTA	K562-pool55-J-GACGAG	K562-pool55-K-AAGGTC	K562-pool55-L-TGTAGC	K562-pool55-M-TTGGCA	K562-pool55-N-CTACTG	K562-pool55-O-CATATG	K562-pool55-P-GTATAC	K562-pool55-Q-ACCTTC	K562-pool58-A-TAGCTT	K562-pool58-B-ACTTGA	K562-pool58-C-GCCAAT	K562-pool58-D-CGATGT	K562-pool58-F-ATCACG	K562-pool58-G-TGACCA	K562-pool58-H-CAGATC	K562-pool58-I-CTTGTA	K562-pool58-J-GACGAG	K562-pool58-K-AAGGTC	K562-pool58-L-TGTAGC	K562-pool58-M-TTGGCA	K562-pool58-N-CTACTG	K562-pool58-O-CATATG	K562-pool58-P-GTATAC	K562-pool58-Q-ACCTTC	K562-pool59-A-TAGCTT	K562-pool59-B-ACTTGA	K562-pool59-C-GCCAAT	K562-pool59-D-CGATGT	K562-pool59-F-ATCACG	K562-pool59-G-TGACCA	K562-pool59-H-CAGATC	K562-pool59-I-CTTGTA	K562-pool59-J-GACGAG	K562-pool59-K-AAGGTC	K562-pool59-L-TGTAGC	K562-pool59-M-TTGGCA	K562-pool59-N-CTACTG	K562-pool59-O-CATATG	K562-pool59-P-GTATAC	K562-pool59-Q-ACCTTC	K562-pool61-A-TAGCTT	K562-pool61-B-ACTTGA	K562-pool61-C-GCCAAT	K562-pool61-D-CGATGT	K562-pool61-F-ATCACG	K562-pool61-G-TGACCA	K562-pool61-H-CAGATC	K562-pool61-I-CTTGTA	K562-pool61-J-GACGAG	K562-pool61-K-AAGGTC	K562-pool61-L-TGTAGC	K562-pool61-M-TTGGCA	K562-pool61-N-CTACTG	K562-pool61-O-CATATG	K562-pool61-P-GTATAC	K562-pool61-Q-ACCTTC	K562-pool62-A-TAGCTT	K562-pool62-B-ACTTGA	K562-pool62-C-GCCAAT	K562-pool62-D-CGATGT	K562-pool62-F-ATCACG	K562-pool62-G-TGACCA	K562-pool62-H-CAGATC	K562-pool62-J-GACGAG	K562-pool62-K-AAGGTC	K562-pool62-L-TGTAGC	K562-pool62-M-TTGGCA	K562-pool62-N-CTACTG	K562-pool62-O-CATATG	K562-pool62-P-GTATAC	K562-pool62-Q-ACCTTC	K562-pool70-S1-C-GCCAAT	K562-pool70-S1-D-CGATGT	K562-pool70-S1-F-ATCACG	K562-pool70-S1-G-TGACCA	K562-pool70-S1-H-CAGATC	K562-pool70-S1-I-CTTGTA	K562-pool70-S1-J-GACGAG	K562-pool70-S1-K-AAGGTC	K562-pool70-S1-L-TGTAGC	K562-pool70-S1-M-TTGGCA	K562-pool70-S1-N-CTACTG	K562-pool70-S1-O-CATATG	K562-pool70-S1-P-GTATAC	K562-pool70-S1-Q-ACCTTC	K562-pool71-S2-B-ACTTGA	K562-pool71-S2-C-GCCAAT	K562-pool71-S2-D-CGATGT	K562-pool71-S2-F-ATCACG	K562-pool71-S2-G-TGACCA	K562-pool71-S2-H-CAGATC	K562-pool71-S2-I-CTTGTA	K562-pool71-S2-J-GACGAG	K562-pool71-S2-K-AAGGTC	K562-pool71-S2-L-TGTAGC	K562-pool71-S2-M-TTGGCA	K562-pool71-S2-O-CATATG	K562-pool71-S2-P-GTATAC	K562-pool71-S2-Q-ACCTTC	K562-pool72-S3-A-TAGCTT	K562-pool72-S3-B-ACTTGA	K562-pool72-S3-C-GCCAAT	K562-pool72-S3-D-CGATGT	K562-pool72-S3-F-ATCACG	K562-pool72-S3-G-TGACCA	K562-pool72-S3-H-CAGATC	K562-pool72-S3-I-CTTGTA	K562-pool72-S3-K-AAGGTC	K562-pool72-S3-L-TGTAGC	K562-pool72-S3-M-TTGGCA	K562-pool72-S3-N-CTACTG	K562-pool72-S3-O-CATATG	K562-pool72-S3-P-GTATAC	K562-pool72-S3-Q-ACCTTC	K562-pool73-S4-A-TAGCTT	K562-pool73-S4-B-ACTTGA	K562-pool73-S4-C-GCCAAT	K562-pool73-S4-D-CGATGT	K562-pool73-S4-F-ATCACG	K562-pool73-S4-G-TGACCA	K562-pool73-S4-H-CAGATC	K562-pool73-S4-I-CTTGTA	K562-pool73-S4-J-GACGAG	K562-pool73-S4-K-AAGGTC	K562-pool73-S4-L-TGTAGC	K562-pool73-S4-M-TTGGCA	K562-pool73-S4-N-CTACTG	K562-pool73-S4-O-CATATG	K562-pool73-S4-P-GTATAC	K562-pool73-S4-Q-ACCTTC	K562-pool74-S5-A-TAGCTT	K562-pool74-S5-B-ACTTGA	K562-pool74-S5-C-GCCAAT	K562-pool74-S5-D-CGATGT	K562-pool74-S5-F-ATCACG	K562-pool74-S5-G-TGACCA	K562-pool74-S5-H-CAGATC	K562-pool74-S5-I-CTTGTA	K562-pool74-S5-J-GACGAG	K562-pool74-S5-K-AAGGTC	K562-pool74-S5-L-TGTAGC	K562-pool74-S5-N-CTACTG	K562-pool74-S5-O-CATATG	K562-pool74-S5-P-GTATAC	K562-pool74-S5-Q-ACCTTC	K562-pool75-S6-A-TAGCTT	K562-pool75-S6-B-ACTTGA	K562-pool75-S6-C-GCCAAT	K562-pool75-S6-D-CGATGT	K562-pool75-S6-F-ATCACG	K562-pool75-S6-H-CAGATC	K562-pool75-S6-I-CTTGTA	K562-pool75-S6-J-GACGAG	K562-pool75-S6-K-AAGGTC	K562-pool75-S6-L-TGTAGC	K562-pool75-S6-M-TTGGCA	K562-pool75-S6-N-CTACTG	K562-pool75-S6-O-CATATG	K562-pool75-S6-P-GTATAC	K562-pool75-S6-Q-ACCTTC
chrX:68191741-68193741	1	0	NA	NA	0	NA	NA	NA	1	1	NA	NA	NA	0.5	0.5	1	0	1	0.375	0	0.75	NA	NA	0	0.75	0.75	0.333333333333333	NA	0.5	0	0.333333333333333	1	NA	0.4	NA	0	1	0.25	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	0.357142857142857	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	0.6	1	NA	NA	0	NA	0	NA	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	0.333333333333333	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	1	0	NA	1	NA	0	NA	NA	NA	0	0	NA	1	NA	0	NA	0.333333333333333	0.75	0	0.5	1	NA	NA	NA	0	0.611111111111111	NA	NA	NA	NA	NA	NA	NA	0.125	0.875	0.25	0.75	1	0.8	0.666666666666667	0.333333333333333	0	NA	0.2	NA	NA	0	1	NA	1	NA	0.5	0.333333333333333	0	1	1	NA	NA	0	0.6	0.25	NA	0.5	0.5	1	0.75	0.5	1	0	1	0	1	NA	NA	1	0	NA	1	NA	NA	1	0.4	1	0	NA	1	0	NA	1	1	0	NA	0.25	NA	NA	NA	1	NA	0.333333333333333	0	NA	0	0.5
chrX:72328919-72330919	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	0	NA	NA	0.5	1	NA	0.166666666666667	1	NA	NA	NA	1	0.666666666666667	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0	NA	0.5	NA	NA	NA	NA	NA	0.5	NA	NA	0.357142857142857	0.333333333333333	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	0.2	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0	0.428571428571429	NA	1	1	NA	1	0	NA	NA	0.888888888888889	NA	0.666666666666667	0	NA	0.857142857142857	0.444444444444444	0.5	0	NA	1	NA	0.716666666666667	1	1	1	0.222222222222222	NA	1	NA	NA	1	0.375	0	NA	NA	NA	NA	0	NA	1	0.75	0.5	NA	NA	NA	0	1	0.333333333333333	0.25	1	NA	0	NA	NA	1	NA	0.5	NA	0.666666666666667	1	NA	NA	1	NA	NA	NA	0.333333333333333	NA	NA	NA	NA	1	1	0	NA	NA	NA	NA	1	0	0.5	0	1	NA	0	1
chrX:72420654-72422654	NA	NA	NA	NA	NA	NA	NA	0	1	0.666666666666667	1	NA	0.666666666666667	NA	NA	0	0	0	0.5	1	0.666666666666667	NA	NA	1	1	1	0	0.75	NA	1	1	0.75	1	NA	0	NA	0	0	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.333333333333333	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	0	0.666666666666667	NA	1	NA	0.833333333333333	NA	NA	0	0	NA	0	NA	0	1	0	NA	1	NA	NA	1	1	1	NA	1	0	1	NA	0.5	0	NA	1	1	0	0	NA	0	NA	NA	0	NA	0.333333333333333	0.5	NA	0	NA	NA	NA	NA	0.666666666666667	0	NA	0.5	0	0	NA	0	1	NA	NA	NA	0.666666666666667	NA	1	NA	0.666666666666667	1	NA	NA	0	NA	NA	0.5	NA	NA	NA	NA	NA	0.625	NA	0	NA	0	NA	NA	NA	NA	0	0.5	0	1	NA	NA	0.8	NA
chrX:72579626-72581626	NA	NA	0	NA	NA	1	NA	1	0	NA	NA	1	NA	0.4	NA	0.75	0.5	NA	0.666666666666667	0	0	0	0.333333333333333	NA	0.25	0	0	NA	NA	NA	NA	0.5	NA	NA	NA	1	0.833333333333333	0.5	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	NA	NA	0	0	0	NA	NA	NA	NA	0	0	NA	NA	0	NA	1	NA	NA	NA	1	NA	1	0.9	1	1	NA	NA	NA	NA	NA	NA	0	NA	1	0	NA	NA	0	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	0.777777777777778	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	0.4	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	0.6	NA	NA	NA	0.714285714285714	1	NA	NA	0.5	NA	NA	0	NA	NA	NA	0	NA	1	0.333333333333333	NA	0	1	0.5	NA	NA	0.333333333333333	0.5	NA	1	1	NA	0	0.166666666666667	1	0.6	NA	1	NA	0	0.166666666666667	0.888888888888889	NA	1	0.5	NA	0	1	0	0.5	0	0.333333333333333	NA	0.5	NA	NA	NA	NA	0	0	0.666666666666667	1	1	0.796296296296296	1	NA	NA	0	0.5	NA	NA	0.833333333333333	1	NA	NA	NA	NA	1	NA	0	1	1	NA	1	1	NA	1	1	1	NA	0.666666666666667	0	0	0.5	0	0.2	0.714285714285714	NA	NA	0.666666666666667	1	NA	NA	0.5	1
chrX:72659469-72661469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	1	NA	0	NA	NA	NA	0	0	0	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	1	NA	0	NA	1	NA	NA	NA	1	0	0	0.5	0	0.5	NA	1	NA	NA	NA	1	NA	NA	NA	0	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	0	0	0	0	NA	1	NA	0	NA	0.5	NA	NA	NA	NA	NA	NA
chrX:72687949-72689949	0	NA	NA	NA	NA	NA	NA	0.125	0	0	NA	1	NA	0	NA	0.5	0.7	NA	0.166666666666667	NA	0.75	0.166666666666667	0	1	0.428571428571429	NA	NA	0.428571428571429	0	0.666666666666667	NA	NA	0	0	NA	0	NA	0	NA	1	NA	1	0	NA	1	NA	NA	NA	0.333333333333333	1	NA	NA	0.666666666666667	1	NA	NA	0	0.25	0	NA	0.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	0	NA	0	0	NA	NA	NA	1	0.4	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	1	NA	0	NA	NA	0	0	NA	0	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	0.5	0.5	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	0.2	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0.8	1	0	NA	NA	0.0625	0	NA	NA	NA	1	0	1	0.4	0	0	0	0.5	0.6	0.4	1	0	NA	NA	0.333333333333333	NA	0.5	1	0.166666666666667	0	0	0	1	NA	1	1	0.333333333333333	NA	NA	NA	0.428571428571429	0	0.4	0.666666666666667	NA	0.583333333333333	0.166666666666667	0	NA	0	NA	0.333333333333333	0	1	1	1	NA	NA	NA	NA	NA	NA	0.5	1	1	NA	NA	NA	NA	0.166666666666667	NA	1	NA	1	0.444444444444444	0	0.4	NA	0.75	0	NA	1	0	0.75	NA	NA	0	0
chrX:73819891-73821891	NA	NA	1	NA	1	NA	NA	0.666666666666667	0	NA	1	NA	NA	NA	0.6	NA	0	1	1	NA	0	1	0	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.5	0.666666666666667	1	1	NA	1	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	1	NA	1	0.5	NA	0	NA	0.666666666666667	1	0	0	0.6	NA	1	0	NA	NA	NA	NA	1	NA	NA	1	1	0	NA	NA	1	0	NA	NA	NA	0.25	NA	0.3	0	0	0	0.5	NA	NA	0	1	NA	NA	1	NA	NA	0.333333333333333	NA	0.5	NA	1	NA	NA	NA	0.5	NA	NA	0	0.75	NA	NA	1	NA	NA	0.2	NA	0.166666666666667	0.8	NA	1	NA	NA	NA	1	NA	0	0	1	1	NA	0.833333333333333	NA	0	0	NA	NA	NA	0	NA	0	1
chrX:73826887-73828887	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	0.666666666666667	0.166666666666667	0.75	0	NA	NA	0.4375	NA	0	0	0.111111111111111	NA	NA	0	0.333333333333333	NA	1	0	NA	NA	0.5	0.666666666666667	NA	0	0	1	NA	0	1	0.4	0	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	0	NA	NA	0	0	0.6	1	1	NA	NA	0	NA	NA	NA	NA	0	0	NA	NA	0.928571428571429	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0	0	0	NA	1	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.5	NA	1	NA	NA	1	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	1	0.5	0	NA	0	1	NA	1	NA	1	NA	NA	NA	0.375	0.5	0.208333333333333	0	NA	1	0	0	NA	NA	NA	1	0.729166666666667	0.5	0.5	NA	NA	0.611111111111111	0	NA	0	0	NA	NA	0.75	1	NA	0.25	0.785714285714286	0	0	0	1	NA	0	NA	0.5	0.5	NA	NA	1	1	1	1	NA	NA	NA	NA	NA	0	NA	0	0.533333333333333	0	NA	1	NA	0	0	0.166666666666667	0.25	1	0	NA	NA	NA	NA	NA	0.8	1	NA	NA	0.625
chrX:73828137-73830137	NA	NA	1	NA	NA	NA	NA	0.75	1	1	NA	0.5	0.6	NA	0	0	0.5	1	1	0.4	0.5	NA	1	0.375	NA	0.25	NA	NA	NA	NA	NA	NA	0	1	NA	NA	0	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	1	NA	1	NA	1	1	NA	NA	NA	0.0909090909090909	NA	NA	0	NA	1	0.222222222222222	NA	1	NA	NA	0.4	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	1	NA	0	1	NA	NA	NA	0	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	0	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	NA	NA	NA	NA	0	NA	0.75	0.944444444444445	NA	NA	NA	NA	NA	NA	NA	NA	1	0.625	1	0.666666666666667	NA	NA	0.888888888888889	1	0	1	NA	1	NA	NA	1	0	NA	1	0.666666666666667	0	NA	1	0	NA	0.285714285714286	NA	1	0	0.875	1	0.125	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	1	0.666666666666667	0	1	0.888888888888889	NA	NA	NA	NA	0	NA	0	NA	1	0	NA	NA	0.3	0.75	0.5	NA	0.5	0	0.909090909090909	NA	NA	0.333333333333333	1	0.2	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	1	0	0.277777777777778	NA	1	0
chrX:74195350-74197350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
chrX:74199228-74201228	1	1	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA	NA	0	NA	NA	0	0.25	NA	0.5	0	NA	NA	NA	NA	0	NA	0	NA	NA	NA	0	NA	0	1	NA	NA	NA	NA	NA	NA	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333333333	0.5	NA	NA	NA	NA	NA	0	NA	1	NA	1	NA	0	NA	0	NA	0	NA	0	NA	NA	0	NA	NA	0.5	NA	0	1	0	0	0.333333333333333	0.5	NA	0.5	0.5	0	0	0	NA	NA	NA	NA	NA	NA	0	0	0	1	0	1	NA	1	0.75	0	NA	NA	NA	NA	0	NA	NA	0	1	1	NA	NA	1	NA	1	NA	0	NA	NA	NA	NA	NA	0.333333333333333	0.5	NA	1	0	0	NA	NA	NA	0	0
chrX:74582087-74584087	0	NA	0	NA	NA	1	NA	1	1	1	1	0.6	NA	1	0.7	1	0	0.388888888888889	0.166666666666667	0	0.769230769230769	0	1	NA	0.5	NA	1	0.25	0.75	0.833333333333333	NA	0.166666666666667	0	0	0	NA	0.461538461538462	0.727272727272727	0	NA	NA	0.916666666666667	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0	0.166666666666667	1	0.333333333333333	NA	NA	NA	NA	1	NA	NA	NA	0	1	NA	0.833333333333333	0	0.777777777777778	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.333333333333333	NA	0.142857142857143	NA	NA	NA	0.166666666666667	NA	1	NA	NA	1	NA	NA	NA	NA	1	0	0.7	NA	0	NA	0	NA	NA	NA	NA	0.25	NA	1	0	NA	1	0	NA	1	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	1	NA	NA	0	NA	0	0.444444444444444	0.5	NA	1	NA	NA	NA	NA	1	0.875	1	NA	0	0.5	0.222222222222222	0.333333333333333	1	0.0555555555555555	NA	0.25	0	NA	NA	0.305555555555556	0.333333333333333	NA	1	1	1	NA	1	0.3125	0.25	0.0714285714285714	0.933333333333333	0.333333333333333	0.333333333333333	0	0.5	0.6	0.2	0.777777777777778	0.35	0.576923076923077	0.2	0.1	0	0	0	1	0	1	NA	NA	0	NA	NA	0.466666666666667	0.75	0.181818181818182	0	NA	NA	0.833333333333333	0	0.366666666666667	NA	NA	0.571428571428571	0	1	0	0.0476190476190476	1	1	NA	1	0	1	0.173913043478261	0	0.111111111111111	1	1	NA	1	NA	0.428571428571429	NA	0	1	1	1	1	NA	NA	NA	0	0.333333333333333	NA	0	1
chrX:74589117-74591117	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0	0	NA	NA	NA	NA	1	0.166666666666667	1	NA	0	NA	NA	NA	NA	0.5	0	NA	NA	NA	1	1	0	0	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0	1	1	1	0	0.5	NA	0	0	1	NA	0	0.5	NA	NA	0.333333333333333	0	0	0.75	1	NA	0	NA	0.666666666666667	1	NA	0.5	0	NA	NA	NA	0	0.125	NA	0.5	0	0	NA	NA	0.5	NA	NA	0.75	1	0	0	0.5	NA	NA	0	NA	1	0	0.55	NA	1	0.75	NA	NA	NA	0	0.5	NA	NA	1	NA	NA	0	NA	NA	NA	1	1	0.5	0	1	NA	NA	NA	NA	NA	NA	NA	0.333333333333333	NA	0.333333333333333	1
